ENSG	NextprotID	GeneName	gene_id	gene_type	Chr	start	end	ProteinEvidence	PE	Missing	strand	unknown_function
ENSG00000143457	NX_Q9H4A5	GOLPH3L	ENSG00000143457.10	protein_coding	1	150646225	150697144	protein	PE1	0	-	0
ENSG00000143458	NX_Q8TAK5	GABPB2	ENSG00000143458.11	protein_coding	1	151070578	151125542	protein	PE1	0	+	0
ENSG00000143469	NX_Q8NB59	SYT14	ENSG00000143469.18	protein_coding	1	209938174	210171389	protein	PE1	0	+	0
ENSG00000143473	NX_O95259	KCNH1	ENSG00000143473.12	protein_coding	1	210676823	211134180	protein	PE1	0	-	0
ENSG00000143476	NX_Q9NZJ0	DTL	ENSG00000143476.17	protein_coding	1	212035553	212107400	protein	PE1	0	+	0
ENSG00000143479	NX_O43781	DYRK3	ENSG00000143479.15	protein_coding	1	206635536	206684419	protein	PE1	0	+	0
ENSG00000143486	NX_P41214	EIF2D	ENSG00000143486.15	protein_coding	1	206571292	206612463	protein	PE1	0	-	0
ENSG00000143493	NX_Q9NVH2	INTS7	ENSG00000143493.12	protein_coding	1	211940399	212035542	protein	PE1	0	-	0
ENSG00000143494	NX_Q86V25	VASH2	ENSG00000143494.15	protein_coding	1	212950520	212992037	protein	PE1	0	+	0
ENSG00000143498	NX_Q15573	TAF1A	ENSG00000143498.17	protein_coding	1	222557902	222589933	protein	PE1	0	-	0
ENSG00000143499	NX_Q9NRG4	SMYD2	ENSG00000143499.13	protein_coding	1	214281102	214337131	protein	PE1	0	+	0
ENSG00000143502	NX_Q5VX71	SUSD4	ENSG00000143502.14	protein_coding	1	223220819	223364202	transcript	PE2	1	-	0
ENSG00000143507	NX_Q9Y6W6	DUSP10	ENSG00000143507.17	protein_coding	1	221701424	221742176	protein	PE1	0	-	0
ENSG00000143512	NX_Q6UWX4	HHIPL2	ENSG00000143512.12	protein_coding	1	222522258	222548103	protein	PE1	0	-	1
ENSG00000143514	NX_Q13625	TP53BP2	ENSG00000143514.16	protein_coding	1	223779899	223845972	protein	PE1	0	-	0
ENSG00000143515	NX_P98198	ATP8B2	ENSG00000143515.16	protein_coding	1	154325553	154351307	protein	PE1	0	+	0
ENSG00000143520	NX_Q5D862	FLG2	ENSG00000143520.6	protein_coding	1	152348735	152360006	protein	PE1	0	-	0
ENSG00000143536	NX_Q9UBG3	CRNN	ENSG00000143536.7	protein_coding	1	152409243	152414263	protein	PE1	0	-	0
ENSG00000143537	NX_Q13444	ADAM15	ENSG00000143537.13	protein_coding	1	155050566	155062775	protein	PE1	0	+	0
ENSG00000143543	NX_O76095	JTB	ENSG00000143543.14	protein_coding	1	153974269	153977688	protein	PE1	0	-	0
ENSG00000143545	NX_P51153	RAB13	ENSG00000143545.8	protein_coding	1	153981617	153986358	protein	PE1	0	-	0
ENSG00000143546	NX_P05109	S100A8	ENSG00000143546.9	protein_coding	1	153390032	153391188	protein	PE1	0	-	0
ENSG00000143549	NX_P06753	TPM3	ENSG00000143549.19	protein_coding	1	154155304	154194648	protein	PE1	0	-	0
ENSG00000143552	NX_Q5VU65	NUP210L	ENSG00000143552.9	protein_coding	1	153992685	154155116	protein	PE1	0	-	0
ENSG00000143553	NX_O95295	SNAPIN	ENSG00000143553.10	protein_coding	1	153658654	153661830	protein	PE1	0	+	0
ENSG00000143554	NX_Q5K4L6	SLC27A3	ENSG00000143554.13	protein_coding	1	153774354	153780157	protein	PE1	0	+	0
ENSG00000143556	NX_P31151	S100A7	ENSG00000143556.8	protein_coding	1	153457744	153460701	protein	PE1	0	-	0
ENSG00000143569	NX_Q14157	UBAP2L	ENSG00000143569.18	protein_coding	1	154220179	154271510	protein	PE1	0	+	0
ENSG00000143570	NX_Q9NY26	SLC39A1	ENSG00000143570.17	protein_coding	1	153959099	153968184	protein	PE1	0	-	0
ENSG00000143575	NX_O00165	HAX1	ENSG00000143575.14	protein_coding	1	154272511	154275875	protein	PE1	0	+	0
ENSG00000143578	NX_Q8TEY5	CREB3L4	ENSG00000143578.15	protein_coding	1	153967534	153974363	protein	PE1	0	+	0
ENSG00000143590	NX_P52797	EFNA3	ENSG00000143590.13	protein_coding	1	155078872	155087538	protein	PE1	0	+	0
ENSG00000143595	NX_Q96PS8	AQP10	ENSG00000143595.12	protein_coding	1	154321090	154325325	protein	PE1	0	+	0
ENSG00000143603	NX_Q9UGI6	KCNN3	ENSG00000143603.18	protein_coding	1	154697455	154870280	protein	PE1	0	-	0
ENSG00000143612	NX_Q9BWL3	C1orf43	ENSG00000143612.19	protein_coding	1	154206706	154220637	protein	PE1	0	-	1
ENSG00000143614	NX_Q8WXI9	GATAD2B	ENSG00000143614.9	protein_coding	1	153789030	153923360	protein	PE1	0	-	0
ENSG00000143621	NX_Q12905	ILF2	ENSG00000143621.16	protein_coding	1	153661788	153671048	protein	PE1	0	-	0
ENSG00000143622	NX_Q92963	RIT1	ENSG00000143622.10	protein_coding	1	155897808	155911404	protein	PE1	0	-	0
ENSG00000143624	NX_Q68E01	INTS3	ENSG00000143624.13	protein_coding	1	153728067	153774808	protein	PE1	0	+	0
ENSG00000143627	NX_P30613	PKLR	ENSG00000143627.18	protein_coding	1	155289293	155301434	protein	PE1	0	-	0
ENSG00000143630	NX_Q9P1Z3	HCN3	ENSG00000143630.9	protein_coding	1	155277583	155289848	protein	PE1	0	+	0
ENSG00000143631	NX_P20930	FLG	ENSG00000143631.10	protein_coding	1	152302175	152325203	protein	PE1	0	-	0
ENSG00000143632	NX_P68133	ACTA1	ENSG00000143632.14	protein_coding	1	229431245	229434098	protein	PE1	0	-	0
ENSG00000143633	NX_Q8NDD1	C1orf131	ENSG00000143633.12	protein_coding	1	231223763	231241187	protein	PE1	0	-	0
ENSG00000143641	NX_Q10471	GALNT2	ENSG00000143641.9	protein_coding	1	230057990	230282124	protein	PE1	0	+	0
ENSG00000143643	NX_Q8NBP0	TTC13	ENSG00000143643.12	protein_coding	1	230906243	230978875	protein	PE1	0	-	1
ENSG00000143653	NX_Q8NBX0	SCCPDH	ENSG00000143653.9	protein_coding	1	246724047	246768137	protein	PE1	0	+	0
ENSG00000143669	NX_Q99698	LYST	ENSG00000143669.13	protein_coding	1	235661041	235883640	protein	PE1	0	-	0
ENSG00000143674	NX_Q5TCX8	MAP3K21	ENSG00000143674.10	protein_coding	1	233327768	233385148	protein	PE1	0	+	0
ENSG00000143702	NX_Q5SW79	CEP170	ENSG00000143702.15	protein_coding	1	243124428	243255348	protein	PE1	0	-	0
ENSG00000143727	NX_P24666	ACP1	ENSG00000143727.15	protein_coding	2	264140	278283	protein	PE1	0	+	0
ENSG00000143740	NX_Q5SQN1	SNAP47	ENSG00000143740.14	protein_coding	1	227728539	227781231	protein	PE1	0	+	0
ENSG00000143742	NX_P49458	SRP9	ENSG00000143742.12	protein_coding	1	225777813	225790466	protein	PE1	0	+	0
ENSG00000143748	NX_O15381	NVL	ENSG00000143748.17	protein_coding	1	224227334	224330387	protein	PE1	0	-	0
ENSG00000143751	NX_Q6IQ49	SDE2	ENSG00000143751.9	protein_coding	1	225982702	225999331	protein	PE1	0	-	0
ENSG00000143753	NX_O15121	DEGS1	ENSG00000143753.12	protein_coding	1	224175756	224193441	protein	PE1	0	+	0
ENSG00000143756	NX_Q9NVF7	FBXO28	ENSG00000143756.11	protein_coding	1	224114087	224162047	protein	PE1	0	+	0
ENSG00000143761	NX_P84077	ARF1	ENSG00000143761.15	protein_coding	1	228082660	228099212	protein	PE1	0	+	0
ENSG00000143768	NX_O00292	LEFTY2	ENSG00000143768.12	protein_coding	1	225936598	225941489	protein	PE1	0	-	0
ENSG00000143771	NX_Q9P003	CNIH4	ENSG00000143771.11	protein_coding	1	224356850	224379459	protein	PE1	0	+	0
ENSG00000143772	NX_P27987	ITPKB	ENSG00000143772.9	protein_coding	1	226631690	226739323	protein	PE1	0	-	0
ENSG00000143774	NX_Q16774	GUK1	ENSG00000143774.16	protein_coding	1	228139962	228148984	protein	PE1	0	+	0
ENSG00000143776	NX_Q5VT25	CDC42BPA	ENSG00000143776.18	protein_coding	1	226989865	227318474	protein	PE1	0	-	0
ENSG00000143786	NX_Q8TBE1	CNIH3	ENSG00000143786.7	protein_coding	1	224434660	224740549	transcript	PE2	1	+	0
ENSG00000143793	NX_Q9BU76	MMTAG2	ENSG00000143793.12	protein_coding	1	228100726	228105411	protein	PE1	0	-	0
ENSG00000143797	NX_Q6ZWT7	MBOAT2	ENSG00000143797.11	protein_coding	2	8852690	9003813	protein	PE1	0	-	0
ENSG00000143799	NX_P09874	PARP1	ENSG00000143799.12	protein_coding	1	226360691	226408079	protein	PE1	0	-	0
ENSG00000143801	NX_P49810	PSEN2	ENSG00000143801.16	protein_coding	1	226870184	226896105	protein	PE1	0	+	0
ENSG00000143811	NX_Q96C36	PYCR2	ENSG00000143811.18	protein_coding	1	225919877	225924340	protein	PE1	0	-	0
ENSG00000143815	NX_Q14739	LBR	ENSG00000143815.14	protein_coding	1	225401502	225428925	protein	PE1	0	-	0
ENSG00000143816	NX_O14904	WNT9A	ENSG00000143816.7	protein_coding	1	227918656	227947898	protein	PE1	0	-	0
ENSG00000143819	NX_P07099	EPHX1	ENSG00000143819.12	protein_coding	1	225810092	225845563	protein	PE1	0	+	0
ENSG00000143839	NX_P00797	REN	ENSG00000143839.14	protein_coding	1	204154819	204190324	protein	PE1	0	-	0
ENSG00000143842	NX_Q9UN79	SOX13	ENSG00000143842.14	protein_coding	1	204073115	204127743	protein	PE1	0	+	0
ENSG00000143845	NX_Q9NVF9	ETNK2	ENSG00000143845.14	protein_coding	1	204131062	204152003	protein	PE1	0	-	0
ENSG00000143847	NX_O75335	PPFIA4	ENSG00000143847.15	protein_coding	1	203026498	203078740	protein	PE1	0	+	0
ENSG00000143850	NX_Q9Y2H5	PLEKHA6	ENSG00000143850.14	protein_coding	1	204218851	204377665	protein	PE1	0	-	0
ENSG00000143851	NX_P35236	PTPN7	ENSG00000143851.15	protein_coding	1	202147013	202161588	protein	PE1	0	-	0
ENSG00000143858	NX_Q8N9I0	SYT2	ENSG00000143858.11	protein_coding	1	202590596	202710417	protein	PE1	0	-	0
ENSG00000143862	NX_Q96BM9	ARL8A	ENSG00000143862.7	protein_coding	1	202133404	202144743	protein	PE1	0	-	0
ENSG00000143867	NX_Q8TAX0	OSR1	ENSG00000143867.6	protein_coding	2	19351485	19358653	protein	PE1	0	-	0
ENSG00000143869	NX_Q7Z4P5	GDF7	ENSG00000143869.6	protein_coding	2	20666664	20679245	protein	PE1	0	+	0
ENSG00000143870	NX_Q15084	PDIA6	ENSG00000143870.12	protein_coding	2	10783391	10837977	protein	PE1	0	-	0
ENSG00000143878	NX_P62745	RHOB	ENSG00000143878.9	protein_coding	2	20447074	20449445	protein	PE1	0	+	0
ENSG00000143882	NX_Q8NEY4	ATP6V1C2	ENSG00000143882.10	protein_coding	2	10721649	10785110	protein	PE1	0	+	0
ENSG00000143889	NX_Q8WVV9	HNRNPLL	ENSG00000143889.15	protein_coding	2	38561978	38603586	protein	PE1	0	-	0
ENSG00000143891	NX_Q96C23	GALM	ENSG00000143891.16	protein_coding	2	38665910	38741237	protein	PE1	0	+	0
ENSG00000143919	NX_Q7Z624	CAMKMT	ENSG00000143919.14	protein_coding	2	44361950	44772592	protein	PE1	0	+	0
ENSG00000143921	NX_Q9H221	ABCG8	ENSG00000143921.7	protein_coding	2	43831942	43882987	protein	PE1	0	+	0
ENSG00000143924	NX_Q9HC35	EML4	ENSG00000143924.18	protein_coding	2	42169350	42332548	protein	PE1	0	+	0
ENSG00000143933	NX_P0DP24	CALM2	ENSG00000143933.16	protein_coding	2	47160082	47176601	protein	PE1	0	-	0
ENSG00000143942	NX_Q8WUX2	CHAC2	ENSG00000143942.4	protein_coding	2	53767792	53775196	protein	PE1	0	+	0
ENSG00000143947	NX_P62979	RPS27A	ENSG00000143947.13	protein_coding	2	55231903	55235853	protein	PE1	0	+	0
ENSG00000143951	NX_O95876	WDPCP	ENSG00000143951.15	protein_coding	2	63121383	63827843	protein	PE1	0	-	0
ENSG00000143952	NX_Q9P1Q0	VPS54	ENSG00000143952.19	protein_coding	2	63892146	64019072	protein	PE1	0	-	0
ENSG00000143954	NX_Q6UW15	REG3G	ENSG00000143954.12	protein_coding	2	79025686	79028505	protein	PE1	0	+	0
ENSG00000143970	NX_Q76L83	ASXL2	ENSG00000143970.16	protein_coding	2	25733753	25878516	protein	PE1	0	-	0
ENSG00000143971	NX_Q9NY74	ETAA1	ENSG00000143971.8	protein_coding	2	67397319	67412089	protein	PE1	0	+	0
ENSG00000143977	NX_P62308	SNRPG	ENSG00000143977.13	protein_coding	2	70281362	70293771	protein	PE1	0	-	0
ENSG00000143994	NX_Q96SE0	ABHD1	ENSG00000143994.13	protein_coding	2	27123789	27130812	protein	PE1	0	+	0
ENSG00000143995	NX_O00470	MEIS1	ENSG00000143995.19	protein_coding	2	66433452	66573869	protein	PE1	0	+	0
ENSG00000144010	NX_A6NCK2	TRIM43B	ENSG00000144010.9	protein_coding	2	95476967	95484731	transcript	PE2	1	-	1
ENSG00000144015	NX_Q96BQ3	TRIM43	ENSG00000144015.4	protein_coding	2	95592018	95599778	protein	PE1	0	+	1
ENSG00000144021	NX_O76071	CIAO1	ENSG00000144021.2	protein_coding	2	96266132	96273349	protein	PE1	0	+	0
ENSG00000144026	NX_Q96K75	ZNF514	ENSG00000144026.11	protein_coding	2	95147330	95165413	protein	PE1	0	-	0
ENSG00000144028	NX_O75643	SNRNP200	ENSG00000144028.14	protein_coding	2	96274336	96305515	protein	PE1	0	-	0
ENSG00000144029	NX_P82675	MRPS5	ENSG00000144029.11	protein_coding	2	95087207	95149434	protein	PE1	0	-	0
ENSG00000144031	NX_Q8N9V6	ANKRD53	ENSG00000144031.11	protein_coding	2	70978380	70985499	protein	PE1	0	+	0
ENSG00000144034	NX_Q9Y3C4	TPRKB	ENSG00000144034.14	protein_coding	2	73729104	73737400	protein	PE1	0	-	0
ENSG00000144035	NX_Q9UHE5	NAT8	ENSG00000144035.3	protein_coding	2	73640832	73642393	protein	PE1	0	-	0
ENSG00000144036	NX_Q9Y2D4	EXOC6B	ENSG00000144036.15	protein_coding	2	72175984	72826041	protein	PE1	0	-	0
ENSG00000144040	NX_Q8TD22	SFXN5	ENSG00000144040.12	protein_coding	2	72942036	73075619	protein	PE1	0	-	0
ENSG00000144043	NX_Q6UWH6	TEX261	ENSG00000144043.11	protein_coding	2	70985938	70994945	protein	PE1	0	-	0
ENSG00000144045	NX_Q8TE96	DQX1	ENSG00000144045.13	protein_coding	2	74518131	74526336	protein	PE1	0	-	0
ENSG00000144048	NX_O75319	DUSP11	ENSG00000144048.10	protein_coding	2	73762184	73780157	protein	PE1	0	-	0
ENSG00000144057	NX_Q96JF0	ST6GAL2	ENSG00000144057.15	protein_coding	2	106801600	106887108	protein	PE1	0	-	0
ENSG00000144061	NX_O15259	NPHP1	ENSG00000144061.12	protein_coding	2	110122311	110205066	protein	PE1	0	-	0
ENSG00000144063	NX_Q13021	MALL	ENSG00000144063.3	protein_coding	2	110083870	110116566	protein	PE1	0	-	0
ENSG00000144115	NX_Q86YJ6	THNSL2	ENSG00000144115.16	protein_coding	2	88170295	88186636	protein	PE1	0	+	0
ENSG00000144118	NX_P11234	RALB	ENSG00000144118.13	protein_coding	2	120240064	120294713	protein	PE1	0	+	0
ENSG00000144119	NX_Q7Z5L3	C1QL2	ENSG00000144119.3	protein_coding	2	119156243	119158889	protein	PE1	0	-	0
ENSG00000144120	NX_Q53S58	TMEM177	ENSG00000144120.12	protein_coding	2	119679167	119686507	protein	PE1	0	+	0
ENSG00000144130	NX_Q86YG4	NT5DC4	ENSG00000144130.11	protein_coding	2	112721486	112742879	protein	PE1	0	+	0
ENSG00000144134	NX_Q9UBK7	RABL2A	ENSG00000144134.18	protein_coding	2	113627229	113643396	protein	PE1	0	+	0
ENSG00000144136	NX_Q8WUM9	SLC20A1	ENSG00000144136.10	protein_coding	2	112645857	112663827	protein	PE1	0	+	0
ENSG00000144152	NX_Q53RD9	FBLN7	ENSG00000144152.12	protein_coding	2	112138385	112188216	protein	PE1	0	+	0
ENSG00000144161	NX_Q8N5P1	ZC3H8	ENSG00000144161.12	protein_coding	2	112211525	112255136	protein	PE1	0	-	0
ENSG00000144182	NX_Q9Y234	LIPT1	ENSG00000144182.16	protein_coding	2	99154955	99163157	protein	PE1	0	+	0
ENSG00000144191	NX_Q16281	CNGA3	ENSG00000144191.11	protein_coding	2	98346155	98398601	protein	PE1	0	+	0
ENSG00000144199	NX_Q6P2I3	FAHD2B	ENSG00000144199.11	protein_coding	2	97083583	97094882	protein	PE1	0	-	0
ENSG00000144214	NX_Q8N1E2	LYG1	ENSG00000144214.9	protein_coding	2	99284238	99304742	transcript	PE2	1	-	0
ENSG00000144218	NX_P51826	AFF3	ENSG00000144218.18	protein_coding	2	99545419	100142739	protein	PE1	0	-	0
ENSG00000144224	NX_Q92575	UBXN4	ENSG00000144224.16	protein_coding	2	135741619	135785055	protein	PE1	0	+	0
ENSG00000144227	NX_O95156	NXPH2	ENSG00000144227.4	protein_coding	2	138670772	138780348	transcript	PE2	1	-	0
ENSG00000144228	NX_Q6IQ16	SPOPL	ENSG00000144228.8	protein_coding	2	138501801	138573547	protein	PE1	0	+	0
ENSG00000144229	NX_Q9C0I4	THSD7B	ENSG00000144229.11	protein_coding	2	136765545	137677717	protein	PE1	0	+	0
ENSG00000144230	NX_Q13304	GPR17	ENSG00000144230.16	protein_coding	2	127645864	127652639	protein	PE1	0	+	0
ENSG00000144231	NX_O15514	POLR2D	ENSG00000144231.10	protein_coding	2	127843551	127858157	protein	PE1	0	-	0
ENSG00000144233	NX_Q6DCA0	AMMECR1L	ENSG00000144233.9	protein_coding	2	127861630	127885922	protein	PE1	0	-	1
ENSG00000144278	NX_Q8IUC8	GALNT13	ENSG00000144278.14	protein_coding	2	153871913	154453849	protein	PE1	0	+	0
ENSG00000144283	NX_Q99569	PKP4	ENSG00000144283.21	protein_coding	2	158456964	158682879	protein	PE1	0	+	0
ENSG00000144285	NX_P35498	SCN1A	ENSG00000144285.19	protein_coding	2	165984641	166149214	protein	PE1	0	-	0
ENSG00000144290	NX_Q6U841	SLC4A10	ENSG00000144290.16	protein_coding	2	161424332	161985282	protein	PE1	0	+	0
ENSG00000144306	NX_Q0VDG4	SCRN3	ENSG00000144306.14	protein_coding	2	174395730	174429575	protein	PE1	0	+	0
ENSG00000144320	NX_Q9C0E8	LNPK	ENSG00000144320.13	protein_coding	2	175923892	176002839	protein	PE1	0	-	0
ENSG00000144331	NX_Q569K4	ZNF385B	ENSG00000144331.19	protein_coding	2	179441982	179861505	protein	PE1	0	-	0
ENSG00000144339	NX_Q9UIK5	TMEFF2	ENSG00000144339.11	protein_coding	2	191949043	192195709	protein	PE1	0	-	0
ENSG00000144354	NX_Q9BWT1	CDCA7	ENSG00000144354.13	protein_coding	2	173354820	173368997	protein	PE1	0	+	0
ENSG00000144355	NX_P56177	DLX1	ENSG00000144355.14	protein_coding	2	172084740	172089677	protein	PE1	0	+	0
ENSG00000144357	NX_Q6ZT12	UBR3	ENSG00000144357.16	protein_coding	2	169827458	170084131	protein	PE1	0	+	0
ENSG00000144362	NX_Q8TCD6	PHOSPHO2	ENSG00000144362.11	protein_coding	2	169694454	169701708	protein	PE1	0	+	0
ENSG00000144366	NX_Q9UBP9	GULP1	ENSG00000144366.15	protein_coding	2	188291669	188595931	protein	PE1	0	+	0
ENSG00000144369	NX_Q6P995	FAM171B	ENSG00000144369.12	protein_coding	2	186693971	186765965	protein	PE1	0	+	1
ENSG00000144381	NX_P10809	HSPD1	ENSG00000144381.16	protein_coding	2	197486581	197516737	protein	PE1	0	-	0
ENSG00000144395	NX_Q8NCX0	CCDC150	ENSG00000144395.17	protein_coding	2	196639554	196763490	protein	PE1	0	+	1
ENSG00000144401	NX_Q8WXB1	METTL21A	ENSG00000144401.14	protein_coding	2	207580631	207625928	protein	PE1	0	-	0
ENSG00000144406	NX_Q8N2C7	UNC80	ENSG00000144406.18	protein_coding	2	209771993	209999300	protein	PE1	0	+	0
ENSG00000144407	NX_P49190	PTH2R	ENSG00000144407.9	protein_coding	2	208359714	208854503	protein	PE1	0	+	0
ENSG00000144410	NX_Q8IVL8	CPO	ENSG00000144410.4	protein_coding	2	206939554	206969474	protein	PE1	0	+	0
ENSG00000144426	NX_Q6ZS30	NBEAL1	ENSG00000144426.18	protein_coding	2	203014879	203226378	protein	PE1	0	+	1
ENSG00000144445	NX_A0AUZ9	KANSL1L	ENSG00000144445.16	protein_coding	2	210021423	210171383	protein	PE1	0	-	0
ENSG00000144451	NX_Q8N0X2	SPAG16	ENSG00000144451.18	protein_coding	2	213284379	214410501	protein	PE1	0	+	0
ENSG00000144452	NX_Q86UK0	ABCA12	ENSG00000144452.14	protein_coding	2	214931542	215138428	protein	PE1	0	-	0
ENSG00000144455	NX_Q8NBK3	SUMF1	ENSG00000144455.13	protein_coding	3	3700814	4467281	protein	PE1	0	-	0
ENSG00000144460	NX_Q9P242	NYAP2	ENSG00000144460.12	protein_coding	2	225399710	225654018	protein	PE1	0	+	0
ENSG00000144468	NX_Q8TEB9	RHBDD1	ENSG00000144468.16	protein_coding	2	226835581	226999215	protein	PE1	0	+	0
ENSG00000144476	NX_P25106	ACKR3	ENSG00000144476.5	protein_coding	2	236567787	236582358	protein	PE1	0	+	0
ENSG00000144481	NX_Q7Z2W7	TRPM8	ENSG00000144481.16	protein_coding	2	233917398	234019522	protein	PE1	0	+	0
ENSG00000144485	NX_Q96HZ4	HES6	ENSG00000144485.10	protein_coding	2	238238267	238240662	protein	PE1	0	-	0
ENSG00000144488	NX_Q6ZVH7	ESPNL	ENSG00000144488.14	protein_coding	2	238100157	238133287	protein	PE1	0	+	0
ENSG00000144504	NX_Q9P2S6	ANKMY1	ENSG00000144504.15	protein_coding	2	240479422	240569209	protein	PE1	0	-	1
ENSG00000144524	NX_Q9H9Q2	COPS7B	ENSG00000144524.17	protein_coding	2	231781671	231809254	protein	PE1	0	+	0
ENSG00000144535	NX_Q8IYB7	DIS3L2	ENSG00000144535.19	protein_coding	2	231961245	232344350	protein	PE1	0	+	0
ENSG00000144550	NX_Q8IYJ1	CPNE9	ENSG00000144550.12	protein_coding	3	9703807	9729908	protein	PE1	0	+	0
ENSG00000144554	NX_Q9BXW9	FANCD2	ENSG00000144554.10	protein_coding	3	10026414	10101930	protein	PE1	0	+	0
ENSG00000144559	NX_Q96BW9	TAMM41	ENSG00000144559.10	protein_coding	3	11790442	11846919	protein	PE1	0	-	0
ENSG00000144560	NX_Q14135	VGLL4	ENSG00000144560.14	protein_coding	3	11556070	11771350	protein	PE1	0	-	0
ENSG00000144566	NX_P20339	RAB5A	ENSG00000144566.10	protein_coding	3	19947079	19985175	protein	PE1	0	+	0
ENSG00000144567	NX_Q8NC44	RETREG2	ENSG00000144567.10	protein_coding	2	219176225	219185479	protein	PE1	0	+	1
ENSG00000144579	NX_Q9GZU7	CTDSP1	ENSG00000144579.7	protein_coding	2	218398256	218405941	protein	PE1	0	+	0
ENSG00000144580	NX_Q92600	CNOT9	ENSG00000144580.13	protein_coding	2	218568580	218597080	protein	PE1	0	+	0
ENSG00000144583	NX_Q9P2E8	MARCH4	ENSG00000144583.4	protein_coding	2	216257865	216372027	transcript	PE2	1	-	0
ENSG00000144589	NX_Q8N1F8	STK11IP	ENSG00000144589.21	protein_coding	2	219597860	219616451	protein	PE1	0	+	0
ENSG00000144591	NX_Q96IJ6	GMPPA	ENSG00000144591.18	protein_coding	2	219498867	219506989	protein	PE1	0	+	0
ENSG00000144596	NX_Q9C0E4	GRIP2	ENSG00000144596.12	protein_coding	3	14489111	14556075	protein	PE1	0	-	0
ENSG00000144597	NX_Q96JC9	EAF1	ENSG00000144597.13	protein_coding	3	15427355	15450635	protein	PE1	0	+	0
ENSG00000144619	NX_Q8IWV2	CNTN4	ENSG00000144619.14	protein_coding	3	2098813	3057956	protein	PE1	0	+	0
ENSG00000144635	NX_Q9Y6G9	DYNC1LI1	ENSG00000144635.8	protein_coding	3	32525971	32570874	protein	PE1	0	-	0
ENSG00000144642	NX_Q6XE24	RBMS3	ENSG00000144642.21	protein_coding	3	28574791	30010391	protein	PE1	0	+	0
ENSG00000144644	NX_Q6ZQY3	GADL1	ENSG00000144644.14	protein_coding	3	30726200	30894765	protein	PE1	0	-	0
ENSG00000144645	NX_Q9BXB5	OSBPL10	ENSG00000144645.13	protein_coding	3	31657890	32077580	protein	PE1	0	-	0
ENSG00000144647	NX_Q8NAT1	POMGNT2	ENSG00000144647.5	protein_coding	3	43079232	43106076	protein	PE1	0	-	0
ENSG00000144648	NX_O00590	ACKR2	ENSG00000144648.15	protein_coding	3	42804752	42887974	protein	PE1	0	+	0
ENSG00000144649	NX_Q9UFP1	GASK1A	ENSG00000144649.8	protein_coding	3	42979267	43060211	protein	PE1	0	+	1
ENSG00000144655	NX_Q96S65	CSRNP1	ENSG00000144655.14	protein_coding	3	39141855	39154562	protein	PE1	0	-	0
ENSG00000144659	NX_Q96DW6	SLC25A38	ENSG00000144659.11	protein_coding	3	39383324	39397351	protein	PE1	0	+	0
ENSG00000144668	NX_Q13797	ITGA9	ENSG00000144668.11	protein_coding	3	37452115	37823514	protein	PE1	0	+	0
ENSG00000144671	NX_Q9Y267	SLC22A14	ENSG00000144671.10	protein_coding	3	38282294	38318575	transcript	PE2	1	+	0
ENSG00000144674	NX_Q13439	GOLGA4	ENSG00000144674.16	protein_coding	3	37243177	37366751	protein	PE1	0	+	0
ENSG00000144677	NX_O15194	CTDSPL	ENSG00000144677.14	protein_coding	3	37861960	37984469	protein	PE1	0	+	0
ENSG00000144681	NX_Q99469	STAC	ENSG00000144681.10	protein_coding	3	36380344	36548007	protein	PE1	0	+	0
ENSG00000144711	NX_Q6DN90	IQSEC1	ENSG00000144711.14	protein_coding	3	12897220	13073117	protein	PE1	0	-	0
ENSG00000144712	NX_O75155	CAND2	ENSG00000144712.11	protein_coding	3	12796472	12871916	protein	PE1	0	+	0
ENSG00000144713	NX_P62910	RPL32	ENSG00000144713.12	protein_coding	3	12834485	12841588	protein	PE1	0	-	0
ENSG00000144724	NX_P23470	PTPRG	ENSG00000144724.19	protein_coding	3	61561569	62297613	protein	PE1	0	+	0
ENSG00000144730	NX_Q8NFM7	IL17RD	ENSG00000144730.17	protein_coding	3	57089982	57170306	protein	PE1	0	-	0
ENSG00000144736	NX_Q6PI26	SHQ1	ENSG00000144736.13	protein_coding	3	72749277	72861914	protein	PE1	0	-	0
ENSG00000144741	NX_Q70HW3	SLC25A26	ENSG00000144741.17	protein_coding	3	66133610	66388116	protein	PE1	0	+	0
ENSG00000144744	NX_Q8TBC4	UBA3	ENSG00000144744.16	protein_coding	3	69054730	69080408	protein	PE1	0	-	0
ENSG00000144746	NX_O75915	ARL6IP5	ENSG00000144746.6	protein_coding	3	69084944	69106066	protein	PE1	0	+	0
